Candidate,County Name,Mode,Office,Party,State,State Po,Version,Year,Candidatevotes,County Fips,Totalvotes
BARACK OBAMA,NORTHUMBERLAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,13072,42097,33212
MITT ROMNEY,NORTHUMBERLAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,19518,42097,33212
OTHER,NORTHUMBERLAND,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,622,42097,33212
BARACK OBAMA,PERRY,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,5685,42099,19128
MITT ROMNEY,PERRY,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,13120,42099,19128
OTHER,PERRY,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,323,42099,19128
BARACK OBAMA,PHILADELPHIA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,588806,42101,690327
MITT ROMNEY,PHILADELPHIA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,96467,42101,690327
OTHER,PHILADELPHIA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,5054,42101,690327
BARACK OBAMA,PIKE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,10210,42103,23279
MITT ROMNEY,PIKE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,12786,42103,23279
OTHER,PIKE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,283,42103,23279
BARACK OBAMA,POTTER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,1897,42105,7242
MITT ROMNEY,POTTER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,5231,42105,7242
OTHER,POTTER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,114,42105,7242
BARACK OBAMA,SCHUYLKILL,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,24546,42107,57727
MITT ROMNEY,SCHUYLKILL,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,32278,42107,57727
OTHER,SCHUYLKILL,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,903,42107,57727
BARACK OBAMA,SNYDER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,4687,42109,15002
MITT ROMNEY,SNYDER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,10073,42109,15002
OTHER,SNYDER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,242,42109,15002
BARACK OBAMA,SOMERSET,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,9436,42111,33942
MITT ROMNEY,SOMERSET,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,23984,42111,33942
OTHER,SOMERSET,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,522,42111,33942
BARACK OBAMA,SULLIVAN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,1034,42113,2949
MITT ROMNEY,SULLIVAN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,1868,42113,2949
OTHER,SULLIVAN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,47,42113,2949
BARACK OBAMA,SUSQUEHANNA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,6935,42115,18044
MITT ROMNEY,SUSQUEHANNA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,10800,42115,18044
OTHER,SUSQUEHANNA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,309,42115,18044
BARACK OBAMA,TIOGA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,5357,42117,17004
MITT ROMNEY,TIOGA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,11342,42117,17004
OTHER,TIOGA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,305,42117,17004
BARACK OBAMA,UNION,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,6109,42119,16268
MITT ROMNEY,UNION,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,9896,42119,16268
OTHER,UNION,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,263,42119,16268
BARACK OBAMA,VENANGO,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,7945,42121,22167
MITT ROMNEY,VENANGO,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,13815,42121,22167
OTHER,VENANGO,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,407,42121,22167
BARACK OBAMA,WARREN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,6995,42123,17299
MITT ROMNEY,WARREN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,10010,42123,17299
OTHER,WARREN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,294,42123,17299
BARACK OBAMA,WASHINGTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,40345,42125,94750
MITT ROMNEY,WASHINGTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,53230,42125,94750
OTHER,WASHINGTON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1175,42125,94750
BARACK OBAMA,WAYNE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,8396,42127,21607
MITT ROMNEY,WAYNE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,12896,42127,21607
OTHER,WAYNE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,315,42127,21607
BARACK OBAMA,WESTMORELAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,63722,42129,169572
MITT ROMNEY,WESTMORELAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,103932,42129,169572
OTHER,WESTMORELAND,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,1918,42129,169572
BARACK OBAMA,WYOMING,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,5061,42131,11872
MITT ROMNEY,WYOMING,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,6587,42131,11872
OTHER,WYOMING,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,224,42131,11872
BARACK OBAMA,YORK,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,4,73191,42133,189229
MITT ROMNEY,YORK,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,4,113304,42133,189229
OTHER,YORK,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,4,2734,42133,189229
HILLARY CLINTON,ADAMS,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,14219,42001,47489
DONALD TRUMP,ADAMS,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,31423,42001,47489
OTHER,ADAMS,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1847,42001,47489
HILLARY CLINTON,ALLEGHENY,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,367617,42003,650114
DONALD TRUMP,ALLEGHENY,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,259480,42003,650114
OTHER,ALLEGHENY,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,23017,42003,650114
HILLARY CLINTON,ARMSTRONG,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,7178,42005,31618
DONALD TRUMP,ARMSTRONG,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,23484,42005,31618
OTHER,ARMSTRONG,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,956,42005,31618
HILLARY CLINTON,BEAVER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,32531,42007,83571
DONALD TRUMP,BEAVER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,48167,42007,83571
OTHER,BEAVER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,2873,42007,83571
HILLARY CLINTON,BEDFORD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,3645,42009,23637
DONALD TRUMP,BEDFORD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,19552,42009,23637
OTHER,BEDFORD,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,440,42009,23637
HILLARY CLINTON,BERKS,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,78437,42011,183065
DONALD TRUMP,BERKS,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,96626,42011,183065
OTHER,BERKS,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,8002,42011,183065
HILLARY CLINTON,BLAIR,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,13958,42013,54909
DONALD TRUMP,BLAIR,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,39135,42013,54909
OTHER,BLAIR,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1816,42013,54909
HILLARY CLINTON,BRADFORD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,6369,42015,25708
DONALD TRUMP,BRADFORD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,18141,42015,25708
OTHER,BRADFORD,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1198,42015,25708
HILLARY CLINTON,BUCKS,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,167060,42017,344297
DONALD TRUMP,BUCKS,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,164361,42017,344297
OTHER,BUCKS,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,12876,42017,344297
HILLARY CLINTON,BUTLER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,28584,42019,97071
DONALD TRUMP,BUTLER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,64428,42019,97071
OTHER,BUTLER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,4059,42019,97071
HILLARY CLINTON,CAMBRIA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,18867,42021,63072
DONALD TRUMP,CAMBRIA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,42258,42021,63072
OTHER,CAMBRIA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1947,42021,63072
HILLARY CLINTON,CAMERON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,531,42023,2186
DONALD TRUMP,CAMERON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,1589,42023,2186
OTHER,CAMERON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,66,42023,2186
HILLARY CLINTON,CARBON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,8936,42025,28776
DONALD TRUMP,CARBON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,18743,42025,28776
OTHER,CARBON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1097,42025,28776
HILLARY CLINTON,CENTRE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,37088,42027,76148
DONALD TRUMP,CENTRE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,35274,42027,76148
OTHER,CENTRE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,3786,42027,76148
HILLARY CLINTON,CHESTER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,141682,42029,268800
DONALD TRUMP,CHESTER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,116114,42029,268800
OTHER,CHESTER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,11004,42029,268800
HILLARY CLINTON,CLARION,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,4273,42031,17535
DONALD TRUMP,CLARION,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,12576,42031,17535
OTHER,CLARION,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,686,42031,17535
HILLARY CLINTON,CLEARFIELD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,8200,42033,34271
DONALD TRUMP,CLEARFIELD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,24932,42033,34271
OTHER,CLEARFIELD,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1139,42033,34271
HILLARY CLINTON,CLINTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,4744,42035,15394
DONALD TRUMP,CLINTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,10022,42035,15394
OTHER,CLINTON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,628,42035,15394
HILLARY CLINTON,COLUMBIA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,8934,42037,28228
DONALD TRUMP,COLUMBIA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,18004,42037,28228
OTHER,COLUMBIA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1290,42037,28228
HILLARY CLINTON,CRAWFORD,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,10971,42039,37492
DONALD TRUMP,CRAWFORD,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,24987,42039,37492
OTHER,CRAWFORD,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1534,42039,37492
HILLARY CLINTON,CUMBERLAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,47085,42041,121617
DONALD TRUMP,CUMBERLAND,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,69076,42041,121617
OTHER,CUMBERLAND,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,5456,42041,121617
HILLARY CLINTON,DAUPHIN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,64706,42043,130872
DONALD TRUMP,DAUPHIN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,60863,42043,130872
OTHER,DAUPHIN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,5303,42043,130872
HILLARY CLINTON,DELAWARE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,177402,42045,297634
DONALD TRUMP,DELAWARE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,110667,42045,297634
OTHER,DELAWARE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,9565,42045,297634
HILLARY CLINTON,ELK,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,3853,42047,14426
DONALD TRUMP,ELK,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,10025,42047,14426
OTHER,ELK,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,548,42047,14426
HILLARY CLINTON,ERIE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,58112,42049,123679
DONALD TRUMP,ERIE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,60069,42049,123679
OTHER,ERIE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,5498,42049,123679
HILLARY CLINTON,FAYETTE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,17946,42051,53767
DONALD TRUMP,FAYETTE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,34590,42051,53767
OTHER,FAYETTE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1231,42051,53767
HILLARY CLINTON,FOREST,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,626,42053,2401
DONALD TRUMP,FOREST,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,1683,42053,2401
OTHER,FOREST,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,92,42053,2401
HILLARY CLINTON,FRANKLIN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,17465,42055,69731
DONALD TRUMP,FRANKLIN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,49768,42055,69731
OTHER,FRANKLIN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,2498,42055,69731
HILLARY CLINTON,FULTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,912,42057,6771
DONALD TRUMP,FULTON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,5694,42057,6771
OTHER,FULTON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,165,42057,6771
HILLARY CLINTON,GREENE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,4482,42059,15764
DONALD TRUMP,GREENE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,10849,42059,15764
OTHER,GREENE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,433,42059,15764
HILLARY CLINTON,HUNTINGDON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,4539,42061,19706
DONALD TRUMP,HUNTINGDON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,14494,42061,19706
OTHER,HUNTINGDON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,673,42061,19706
HILLARY CLINTON,INDIANA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,11528,42063,37770
DONALD TRUMP,INDIANA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,24888,42063,37770
OTHER,INDIANA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1354,42063,37770
HILLARY CLINTON,JEFFERSON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,3650,42065,19478
DONALD TRUMP,JEFFERSON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,15192,42065,19478
OTHER,JEFFERSON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,636,42065,19478
HILLARY CLINTON,JUNIATA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,1821,42067,10454
DONALD TRUMP,JUNIATA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,8273,42067,10454
OTHER,JUNIATA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,360,42067,10454
HILLARY CLINTON,LACKAWANNA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,51983,42069,103456
DONALD TRUMP,LACKAWANNA,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,48384,42069,103456
OTHER,LACKAWANNA,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,3089,42069,103456
HILLARY CLINTON,LANCASTER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,91093,42071,241112
DONALD TRUMP,LANCASTER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,137914,42071,241112
OTHER,LANCASTER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,12105,42071,241112
HILLARY CLINTON,LAWRENCE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,14009,42073,40753
DONALD TRUMP,LAWRENCE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,25428,42073,40753
OTHER,LAWRENCE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1316,42073,40753
HILLARY CLINTON,LEBANON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,18953,42075,61845
DONALD TRUMP,LEBANON,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,40525,42075,61845
OTHER,LEBANON,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,2367,42075,61845
HILLARY CLINTON,LEHIGH,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,81324,42077,160993
DONALD TRUMP,LEHIGH,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,73690,42077,160993
OTHER,LEHIGH,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,5979,42077,160993
HILLARY CLINTON,LUZERNE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,52451,42079,134983
DONALD TRUMP,LUZERNE,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,78688,42079,134983
OTHER,LUZERNE,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,3844,42079,134983
HILLARY CLINTON,LYCOMING,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,13020,42081,50565
DONALD TRUMP,LYCOMING,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,35627,42081,50565
OTHER,LYCOMING,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,1918,42081,50565
HILLARY CLINTON,MCKEAN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,4025,42083,16296
DONALD TRUMP,MCKEAN,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,11635,42083,16296
OTHER,MCKEAN,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,636,42083,16296
HILLARY CLINTON,MERCER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,18733,42085,52309
DONALD TRUMP,MERCER,TOTAL,US PRESIDENT,REPUBLICAN,PENNSYLVANIA,PA,3/15/22,5,31544,42085,52309
OTHER,MERCER,TOTAL,US PRESIDENT,OTHER,PENNSYLVANIA,PA,3/15/22,5,2032,42085,52309
HILLARY CLINTON,MIFFLIN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,3877,42087,18601
HILLARY CLINTON,MONROE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,33918,42089,69752
HILLARY CLINTON,MONTGOMERY,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,256082,42091,434687
HILLARY CLINTON,MONTOUR,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,2857,42093,8556
HILLARY CLINTON,NORTHAMPTON,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,66272,42095,143519
HILLARY CLINTON,NORTHUMBERLAND,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,9788,42097,36622
HILLARY CLINTON,PERRY,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,4632,42099,21158
HILLARY CLINTON,PHILADELPHIA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,584025,42101,707631
HILLARY CLINTON,PIKE,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,9256,42103,26101
HILLARY CLINTON,POTTER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,1302,42105,7784
HILLARY CLINTON,SCHUYLKILL,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,16770,42107,62869
HILLARY CLINTON,SNYDER,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,4002,42109,16363
HILLARY CLINTON,SOMERSET,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,7376,42111,35773
HILLARY CLINTON,SULLIVAN,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,750,42113,3136
HILLARY CLINTON,SUSQUEHANNA,TOTAL,US PRESIDENT,DEMOCRAT,PENNSYLVANIA,PA,3/15/22,5,5123,42115,18863
